contract,category,n_spans,strict_json_ok,parse_error,tokens_in,tokens_out,latency_s,cost_usd,raw_path
RMRGROUPINC_01_22_2020-EX-99.1-JOINT FILING AGREEMENT.txt,Governing Law,0,True,,356,6,1.33,0.00025,/Users/boudz/Documents/Msc/Dissertation/results/raw/20260818T155804__extraction-v2__deepseek-v4-pro__RMRGROUPINC_01_22_2020-EX-99.1-JOINT_FIL__Governing-Law.txt
RMRGROUPINC_01_22_2020-EX-99.1-JOINT FILING AGREEMENT.txt,Expiration Date,0,True,,353,6,0.79,0.00024,/Users/boudz/Documents/Msc/Dissertation/results/raw/20260818T155805__extraction-v2__deepseek-v4-pro__RMRGROUPINC_01_22_2020-EX-99.1-JOINT_FIL__Expiration-Date.txt
RMRGROUPINC_01_22_2020-EX-99.1-JOINT FILING AGREEMENT.txt,Termination For Convenience,0,True,,398,6,1.05,0.00027,/Users/boudz/Documents/Msc/Dissertation/results/raw/20260818T155806__extraction-v2__deepseek-v4-pro__RMRGROUPINC_01_22_2020-EX-99.1-JOINT_FIL__Termination-For-Convenience.txt
RMRGROUPINC_01_22_2020-EX-99.1-JOINT FILING AGREEMENT.txt,Cap On Liability,0,True,,375,6,1.02,0.00026,/Users/boudz/Documents/Msc/Dissertation/results/raw/20260818T155807__extraction-v2__deepseek-v4-pro__RMRGROUPINC_01_22_2020-EX-99.1-JOINT_FIL__Cap-On-Liability.txt
RMRGROUPINC_01_22_2020-EX-99.1-JOINT FILING AGREEMENT.txt,Ip Ownership Assignment,0,True,,412,6,1.09,0.00028,/Users/boudz/Documents/Msc/Dissertation/results/raw/20260818T155808__extraction-v2__deepseek-v4-pro__RMRGROUPINC_01_22_2020-EX-99.1-JOINT_FIL__Ip-Ownership-Assignment.txt
RMRGROUPINC_01_22_2020-EX-99.1-JOINT FILING AGREEMENT.txt,Non-Compete,0,True,,370,6,0.95,0.00026,/Users/boudz/Documents/Msc/Dissertation/results/raw/20260818T155809__extraction-v2__deepseek-v4-pro__RMRGROUPINC_01_22_2020-EX-99.1-JOINT_FIL__Non-Compete.txt
BANGIINC_05_25_2005-EX-10-Premium Managed Hosting Agreement.txt,Governing Law,0,True,,648,6,0.93,0.00044,/Users/boudz/Documents/Msc/Dissertation/results/raw/20260818T155810__extraction-v2__deepseek-v4-pro__BANGIINC_05_25_2005-EX-10-Premium_Manage__Governing-Law.txt
BANGIINC_05_25_2005-EX-10-Premium Managed Hosting Agreement.txt,Expiration Date,1,True,,645,31,1.22,0.00049,/Users/boudz/Documents/Msc/Dissertation/results/raw/20260818T155811__extraction-v2__deepseek-v4-pro__BANGIINC_05_25_2005-EX-10-Premium_Manage__Expiration-Date.txt
BANGIINC_05_25_2005-EX-10-Premium Managed Hosting Agreement.txt,Termination For Convenience,0,True,,690,6,0.92,0.00047,/Users/boudz/Documents/Msc/Dissertation/results/raw/20260818T155812__extraction-v2__deepseek-v4-pro__BANGIINC_05_25_2005-EX-10-Premium_Manage__Termination-For-Convenience.txt
BANGIINC_05_25_2005-EX-10-Premium Managed Hosting Agreement.txt,Cap On Liability,0,True,,667,6,0.92,0.00045,/Users/boudz/Documents/Msc/Dissertation/results/raw/20260818T155813__extraction-v2__deepseek-v4-pro__BANGIINC_05_25_2005-EX-10-Premium_Manage__Cap-On-Liability.txt
